Symbol	pathway_name
1946	PGAM5	Necroptosis
1947	IRF9	Necroptosis
1948	FAS	Necroptosis
1949	AIFM1	Necroptosis
1950	NLRP3	Necroptosis
1951	IL1B	Necroptosis
1952	TRPM7	Necroptosis
1953	CAMK2A	Necroptosis
1954	GLUD1	Necroptosis
1955	GLUL	Necroptosis
1956	PYGB	Necroptosis
1957	TRAF2	Necroptosis
1958	BIRC2	Necroptosis
1959	SMPD1	Necroptosis
1960	FTH1	Necroptosis
1961	DNM1L	Necroptosis
1962	SLC25A4	Necroptosis
1963	ATM	p53 signaling pathway
1964	ATR	p53 signaling pathway
1965	CHEK1	p53 signaling pathway
1966	CHEK2	p53 signaling pathway
1967	CDS1	p53 signaling pathway
1968	CDKN2A	p53 signaling pathway
1969	MDM4	p53 signaling pathway
1970	TP53	p53 signaling pathway
1971	IGFBP3	p53 signaling pathway
1972	BBC3	p53 signaling pathway
1973	BID	p53 signaling pathway
1974	TP53AIP1	p53 signaling pathway
1975	SIAH1	p53 signaling pathway
1976	CYCS	p53 signaling pathway
1977	APAF1	p53 signaling pathway
1978	CASP9	p53 signaling pathway
1979	CASP8	p53 signaling pathway
1980	TNFRSF10B	p53 signaling pathway
1981	SIVA1	p53 signaling pathway
1982	BCL2L1	p53 signaling pathway
1983	BCL2	p53 signaling pathway
1984	MDM2	p53 signaling pathway
1985	IGF1	p53 signaling pathway
1986	CDKN1A	p53 signaling pathway
1987	SFN	p53 signaling pathway
1988	RPRM	p53 signaling pathway
1989	GADD45G	p53 signaling pathway
1990	GTSE1	p53 signaling pathway
1991	FAS	p53 signaling pathway
1992	PIDD1	p53 signaling pathway
1993	BAX	p53 signaling pathway
1994	PMAIP1	p53 signaling pathway
1995	EI24	p53 signaling pathway
1996	SHISA5	p53 signaling pathway
1997	PERP	p53 signaling pathway
1998	ZMAT3	p53 signaling pathway
1999	SERPINE1	p53 signaling pathway
2000	ADGRB1	p53 signaling pathway
2001	CD82	p53 signaling pathway
2002	THBS1	p53 signaling pathway
2003	SERPINB5	p53 signaling pathway
2004	DDB2	p53 signaling pathway
2005	RRM2B	p53 signaling pathway
2006	SESN3	p53 signaling pathway
2007	PTEN	p53 signaling pathway
2008	TEP1	p53 signaling pathway
2009	TSC2	p53 signaling pathway
2010	STEAP3	p53 signaling pathway
2011	COP1	p53 signaling pathway
2012	RCHY1	p53 signaling pathway
2013	CCNG1	p53 signaling pathway
2014	PPM1D	p53 signaling pathway
2015	TP73	p53 signaling pathway
2016	CASP3	p53 signaling pathway
2017	AIFM2	p53 signaling pathway
2018	PRG3	p53 signaling pathway
2019	TGFB1	Cellular senescence
2020	TGFBR1	Cellular senescence
2021	RRAS2	Cellular senescence
2022	MYC	Cellular senescence
2023	RASSF5	Cellular senescence
2024	RASSF3	Cellular senescence
2025	CAPN1	Cellular senescence
2026	CALML6	Cellular senescence
2027	RHEB	Cellular senescence
2028	RAF1	Cellular senescence
2029	MAP2K1	Cellular senescence
2030	MAPK1	Cellular senescence
2031	MAP2K3	Cellular senescence
2032	MAPK14	Cellular senescence
2033	CHEK2	Cellular senescence
2034	CDS1	Cellular senescence
2035	ATR	Cellular senescence
2036	CHEK1	Cellular senescence
2037	AKT3	Cellular senescence
2038	MAPKAPK2	Cellular senescence
2039	MTOR	Cellular senescence
2040	SIRT1	Cellular senescence
2041	CDKN2A	Cellular senescence
2042	MDM2	Cellular senescence
2043	TSC1	Cellular senescence
2044	RB1	Cellular senescence
2045	ATM	Cellular senescence
2046	PPP3CA	Cellular senescence
2047	CCN1	Cellular senescence
2048	PPP1CA	Cellular senescence
2049	TP53	Cellular senescence
2050	SMAD2	Cellular senescence
2051	ETS1	Cellular senescence
2052	GATA4	Cellular senescence
2053	FOXO3	Cellular senescence
2054	E2F1	Cellular senescence
2055	HLA-A	Cellular senescence
2056	FOXO1	Cellular senescence
2057	CDK4	Cellular senescence
2058	CDK2	Cellular senescence
2059	MYBL2	Cellular senescence
2060	FOXM1	Cellular senescence
2061	MPP2	Cellular senescence
2062	TRAF3IP2	Cellular senescence
2063	IL1A	Cellular senescence
2064	PIK3CA	Cellular senescence
2065	SQSTM1	Cellular senescence
2066	HIPK3	Cellular senescence
2067	CDC25A	Cellular senescence
2068	ZFP36L1	Cellular senescence
2069	BRF1	Cellular senescence
2070	EIF4EBP1	Cellular senescence
2071	NFATC1	Cellular senescence
2072	GADD45G	Cellular senescence
2073	CDKN2B	Cellular senescence
2074	CDKN1A	Cellular senescence
2075	KIR2DL4	Cellular senescence
2076	CCND1	Cellular senescence
2077	CCNE1	Cellular senescence
2078	CCNA2	Cellular senescence
2079	LIN54	Cellular senescence
2080	NFKB1	Cellular senescence
2081	PIP5K1C	Focal adhesion
2082	PIK3CA	Focal adhesion
2083	ZYX	Focal adhesion
2084	VCL	Focal adhesion
2085	PARVB	Focal adhesion
2086	VASP	Focal adhesion
2087	ITGB1	Focal adhesion
2088	RASGRF1	Focal adhesion
2089	RHOA	Focal adhesion
2090	MYL12B	Focal adhesion
2091	PTK2	Focal adhesion
2092	CAV1	Focal adhesion
2093	BCAR1	Focal adhesion
2094	CRK	Focal adhesion
2095	DOCK1	Focal adhesion
2096	RAPGEF1	Focal adhesion
2097	RAP1A	Focal adhesion
2098	HRAS	Focal adhesion
2099	EGFR	Focal adhesion
2100	EGF	Focal adhesion
2101	SHC2	Focal adhesion
2102	GRB2	Focal adhesion
2103	SOS1	Focal adhesion
2104	HGF	Focal adhesion
2105	ILK	Focal adhesion
2106	SRC	Focal adhesion
2107	ROCK1	Focal adhesion
2108	PDPK1	Focal adhesion
2109	PDK1	Focal adhesion
2110	PDPK2P	Focal adhesion
2111	MAPK8	Focal adhesion
2112	BRAF	Focal adhesion
2113	RAF1	Focal adhesion
2114	MAP2K1	Focal adhesion
2115	MAPK1	Focal adhesion
2116	AKT3	Focal adhesion
2117	GSK3B	Focal adhesion
2118	PPP1R12A	Focal adhesion
2119	MYLK4	Focal adhesion
2120	FYN	Focal adhesion
2121	SLK	Focal adhesion
2122	PTEN	Focal adhesion
2123	TEP1	Focal adhesion
2124	PXN	Focal adhesion
2125	RAC1	Focal adhesion
2126	CTNNB1	Focal adhesion
2127	JUN	Focal adhesion
2128	ELK1	Focal adhesion
2129	ARHGAP35	Focal adhesion
2130	DIAPH1	Focal adhesion
2131	PRKCA	Focal adhesion
2132	CAPN2	Focal adhesion
2133	CDC42	Focal adhesion
2134	ACTB	Focal adhesion
2135	ACTN4	Focal adhesion
2136	TLN1	Focal adhesion
2137	BCL2	Focal adhesion
2138	BAD	Focal adhesion
2139	CCND1	Focal adhesion
2140	BIRC2	Focal adhesion
2141	MET	Adherens junction
2142	EGFR	Adherens junction
2143	IGF1R	Adherens junction
2144	FER	Adherens junction
2145	FYN	Adherens junction
2146	SLK	Adherens junction
2147	SRC	Adherens junction
2148	YES1	Adherens junction
2149	ACP1	Adherens junction
2150	PTPRM	Adherens junction
2151	PTPRB	Adherens junction
2152	PTPRF	Adherens junction
2153	PTPN1	Adherens junction
2154	PTPN6	Adherens junction
2155	PTPRJ	Adherens junction
2156	NECTIN3	Adherens junction
2157	PRR3	Adherens junction
2158	AFDN	Adherens junction
2159	LMO7	Adherens junction
2160	SSX2IP	Adherens junction
2161	SORBS1	Adherens junction
2162	ACTN4	Adherens junction
2163	VCL	Adherens junction
2164	CTNNA1	Adherens junction
2165	ACTB	Adherens junction
2166	CDH1	Adherens junction
2167	CSNK2A1	Adherens junction
2168	FARP2	Adherens junction
2169	CDC42	Adherens junction
2170	RHOA	Adherens junction
2171	RAC1	Adherens junction
2172	LEF1	Adherens junction
2173	CTNNB1	Adherens junction
2174	IQGAP1	Adherens junction
2175	CTNND1	Adherens junction
2176	MAPK1	Adherens junction
2177	FGFR1	Adherens junction
2178	FLG	Adherens junction
2179	TGFBR1	Adherens junction
2180	MAP3K7	Adherens junction
2181	WASL	Adherens junction
2182	WAS	Adherens junction
2183	TJP1	Adherens junction
2184	PARD3	Adherens junction
2185	ASIP	Adherens junction
2186	SNAI2	Adherens junction
2187	SNAI1	Adherens junction
2188	NLK	Adherens junction
2189	CLDN24	Tight junction
2190	OCLN	Tight junction
2191	F11R	Tight junction
2192	BVES	Tight junction
2193	POP1	Tight junction
2194	MARVELD3	Tight junction
2195	IGSF5	Tight junction
2196	MARVELD2	Tight junction
2197	CRB3	Tight junction
2198	PARD6A	Tight junction
2199	PALS1	Tight junction
2200	TJP3	Tight junction
2201	LLGL2	Tight junction
2202	TJP1	Tight junction
2203	CFTR	Tight junction
2204	SLC9A3R1	Tight junction
2205	MSN	Tight junction
2206	CTTN	Tight junction
2207	CGN	Tight junction
2208	MAGI1	Tight junction
2209	BAP1	Tight junction
2210	ACTB	Tight junction
2211	ACTN4	Tight junction
2212	MICALL2	Tight junction
2213	AFDN	Tight junction
2214	WHAMM	Tight junction
2215	ARPC5	Tight junction
2216	CDC42	Tight junction
2217	TIAM1	Tight junction
2218	ARHGEF2	Tight junction
2219	RHOA	Tight junction
2220	MAP3K5	Tight junction
2221	MAP2K7	Tight junction
2222	MAPK8	Tight junction
2223	EPB41L4B	Tight junction
2224	ARHGEF18	Tight junction
2225	ROCK1	Tight junction
2226	PARD3	Tight junction
2227	ASIP	Tight junction
2228	MYL2	Tight junction
2229	RAPGEF6	Tight junction
2230	RAPGEF2	Tight junction
2231	TUBA1B	Tight junction
2232	PRKCI	Tight junction
2233	MAP3K1	Tight junction
2234	PRKCE	Tight junction
2235	SRC	Tight junction
2236	PRKACA	Tight junction
2237	STK11	Tight junction
2238	PPP2CA	Tight junction
2239	NEDD4L	Tight junction
2240	ARHGAP17	Tight junction
2241	CGNL1	Tight junction
2242	RAB13	Tight junction
2243	RAP2C	Tight junction
2244	HSPA4	Tight junction
2245	GATA4	Tight junction
2246	JUN	Tight junction
2247	PRKAG2	Tight junction
2248	RAP1A	Tight junction
2249	MPP4	Tight junction
2250	PATJ	Tight junction
2251	MPDZ	Tight junction
2252	DLG1	Tight junction
2253	SCRIB	Tight junction
2254	TJAP1	Tight junction
2255	VASP	Tight junction
2256	SYNPO	Tight junction
2257	RAB8A	Tight junction
2258	RAC1	Tight junction
2259	MYL12B	Tight junction
2260	DLG3	Tight junction
2261	YBX3	Tight junction
2262	CD1A	Tight junction
2263	ITGB1	Tight junction
2264	ADCY1	Gap junction
2265	PLCB1	Gap junction
2266	ITPR1	Gap junction
2267	GUCY1A2	Gap junction
2268	LPAR1	Gap junction
2269	GPR26	Gap junction
2270	GNAI1	Gap junction
2271	HRAS	Gap junction
2272	KRAS	Gap junction
2273	RAF1	Gap junction
2274	MAP2K1	Gap junction
2275	EGF	Gap junction
2276	EGFR	Gap junction
2277	GRB2	Gap junction
2278	SOS1	Gap junction
2279	HGF	Gap junction
2280	SRC	Gap junction
2281	MAP3K2	Gap junction
2282	MAP2K5	Gap junction
2283	ADRB1	Gap junction
2284	DRD1	Gap junction
2285	GNAS	Gap junction
2286	DRD2	Gap junction
2287	HTR2A	Gap junction
2288	GRM1	Gap junction
2289	GNA11	Gap junction
2290	GJA1	Gap junction
2291	CSNK1D	Gap junction
2292	PRKG1	Gap junction
2293	PRKCA	Gap junction
2294	PRKACA	Gap junction
2295	MAPK7	Gap junction
2296	MAPK1	Gap junction
2297	CDK1	Gap junction
2298	TUBA1B	Gap junction
2299	TUBB3	Gap junction
2300	TJP1	Gap junction
2301	LIF	Signaling pathways regulating pluripotency of stem cells
2302	IL6ST	Signaling pathways regulating pluripotency of stem cells
2303	JAK1	Signaling pathways regulating pluripotency of stem cells
2304	INHBA	Signaling pathways regulating pluripotency of stem cells
2305	NODAL	Signaling pathways regulating pluripotency of stem cells
2306	ACVR1C	Signaling pathways regulating pluripotency of stem cells
2307	BMP4	Signaling pathways regulating pluripotency of stem cells
2308	BMPR1A	Signaling pathways regulating pluripotency of stem cells
2309	FZD10	Signaling pathways regulating pluripotency of stem cells
2310	FGF2	Signaling pathways regulating pluripotency of stem cells
2311	FGFR1	Signaling pathways regulating pluripotency of stem cells
2312	FLG	Signaling pathways regulating pluripotency of stem cells
2313	HRAS	Signaling pathways regulating pluripotency of stem cells
2314	IGF1	Signaling pathways regulating pluripotency of stem cells
2315	IGF1R	Signaling pathways regulating pluripotency of stem cells
2316	GRB2	Signaling pathways regulating pluripotency of stem cells
2317	PIK3CA	Signaling pathways regulating pluripotency of stem cells
2318	MAP2K1	Signaling pathways regulating pluripotency of stem cells
2319	RAF1	Signaling pathways regulating pluripotency of stem cells
2320	MAPK1	Signaling pathways regulating pluripotency of stem cells
2321	DUSP9	Signaling pathways regulating pluripotency of stem cells
2322	CTNNB1	Signaling pathways regulating pluripotency of stem cells
2323	DVL1	Signaling pathways regulating pluripotency of stem cells
2324	GSK3B	Signaling pathways regulating pluripotency of stem cells
2325	STAT3	Signaling pathways regulating pluripotency of stem cells
2326	SMAD1	Signaling pathways regulating pluripotency of stem cells
2327	KLF4	Signaling pathways regulating pluripotency of stem cells
2328	TBX3	Signaling pathways regulating pluripotency of stem cells
2329	SOX2	Signaling pathways regulating pluripotency of stem cells
2330	NANOGP8	Signaling pathways regulating pluripotency of stem cells
2331	NANOGP1	Signaling pathways regulating pluripotency of stem cells
2332	POU5F1	Signaling pathways regulating pluripotency of stem cells
2333	SMAD2	Signaling pathways regulating pluripotency of stem cells
2334	TCF3	Signaling pathways regulating pluripotency of stem cells
2335	AKT3	Signaling pathways regulating pluripotency of stem cells
2336	MAPK14	Signaling pathways regulating pluripotency of stem cells
2337	MYC	Signaling pathways regulating pluripotency of stem cells
2338	ID1	Signaling pathways regulating pluripotency of stem cells
2339	SMAD4	Signaling pathways regulating pluripotency of stem cells
2340	ESRRB	Signaling pathways regulating pluripotency of stem cells
2341	PIKFYVE	Regulation of actin cytoskeleton
2342	CFD	Regulation of actin cytoskeleton
2343	VCL	Regulation of actin cytoskeleton
2344	F2R	Regulation of actin cytoskeleton
2345	GNA13	Regulation of actin cytoskeleton
2346	ARHGEF12	Regulation of actin cytoskeleton
2347	RHOA	Regulation of actin cytoskeleton
2348	ROCK1	Regulation of actin cytoskeleton
2349	EGFR	Regulation of actin cytoskeleton
2350	SOS1	Regulation of actin cytoskeleton
2351	HGF	Regulation of actin cytoskeleton
2352	RRAS2	Regulation of actin cytoskeleton
2353	ITGA11	Regulation of actin cytoskeleton
2354	CHRM1	Regulation of actin cytoskeleton
2355	GNG12	Regulation of actin cytoskeleton
2356	FGD1	Regulation of actin cytoskeleton
2357	CDC42	Regulation of actin cytoskeleton
2358	DIAPH3	Regulation of actin cytoskeleton
2359	BAIAP2	Regulation of actin cytoskeleton
2360	WASL	Regulation of actin cytoskeleton
2361	APC2	Regulation of actin cytoskeleton
2362	SPATA13	Regulation of actin cytoskeleton
2363	RAC1	Regulation of actin cytoskeleton
2364	WASF2	Regulation of actin cytoskeleton
2365	SLC9A1	Regulation of actin cytoskeleton
2366	DOCK1	Regulation of actin cytoskeleton
2367	ARAF	Regulation of actin cytoskeleton
2368	MAP2K1	Regulation of actin cytoskeleton
2369	SRC	Regulation of actin cytoskeleton
2370	MAPK1	Regulation of actin cytoskeleton
2371	MYLK4	Regulation of actin cytoskeleton
2372	LIMK1	Regulation of actin cytoskeleton
2373	SSH1	Regulation of actin cytoskeleton
2374	PPP1R12A	Regulation of actin cytoskeleton
2375	ARHGEF7	Regulation of actin cytoskeleton
2376	PAK3	Regulation of actin cytoskeleton
2377	GIT1	Regulation of actin cytoskeleton
2378	MYH9	Regulation of actin cytoskeleton
2379	ACTB	Regulation of actin cytoskeleton
2380	ARHGAP35	Regulation of actin cytoskeleton
2381	ARHGEF6	Regulation of actin cytoskeleton
2382	LPAR1	Regulation of actin cytoskeleton
2383	GPR26	Regulation of actin cytoskeleton
2384	CXCL12	Regulation of actin cytoskeleton
2385	CXCR4	Regulation of actin cytoskeleton
2386	LAP3	Regulation of actin cytoskeleton
2387	F2	Regulation of actin cytoskeleton
2388	INS	Regulation of actin cytoskeleton
2389	EGF	Regulation of actin cytoskeleton
2390	FN1	Regulation of actin cytoskeleton
2391	KNG1	Regulation of actin cytoskeleton
2392	ACTN4	Regulation of actin cytoskeleton
2393	DIAPH1	Regulation of actin cytoskeleton
2394	MYL12B	Regulation of actin cytoskeleton
2395	PIK3CA	Regulation of actin cytoskeleton
2396	ENAH	Regulation of actin cytoskeleton
2397	ARPC5	Regulation of actin cytoskeleton
2398	MSN	Regulation of actin cytoskeleton
2399	CFL1	Regulation of actin cytoskeleton
2400	PXN	Regulation of actin cytoskeleton
2401	TMSB4X	Regulation of actin cytoskeleton
2402	GSN	Regulation of actin cytoskeleton
2403	F3	Complement and coagulation cascades
2404	TF	Complement and coagulation cascades
2405	F7	Complement and coagulation cascades
2406	F12	Complement and coagulation cascades
2407	F9	Complement and coagulation cascades
2408	KLKB1	Complement and coagulation cascades
2409	KLK3	Complement and coagulation cascades
2410	VWF	Complement and coagulation cascades
2411	F2	Complement and coagulation cascades
2412	THBD	Complement and coagulation cascades
2413	PROC	Complement and coagulation cascades
2414	APC	Complement and coagulation cascades
2415	PC	Complement and coagulation cascades
2416	F5	Complement and coagulation cascades
2417	MBL2	Complement and coagulation cascades
2418	MBP	Complement and coagulation cascades
2419	TFPI	Complement and coagulation cascades
2420	SERPINC1	Complement and coagulation cascades
2421	SERPIND1	Complement and coagulation cascades
2422	SERPINA5	Complement and coagulation cascades
2423	SERPINE1	Complement and coagulation cascades
2424	A2M	Complement and coagulation cascades
2425	PLAU	Complement and coagulation cascades
2426	PROS1	Complement and coagulation cascades
2427	PLAT	Complement and coagulation cascades
2428	CFB	Complement and coagulation cascades
2429	CFD	Complement and coagulation cascades
2430	SERPINA1	Complement and coagulation cascades
2431	SERPINF2	Complement and coagulation cascades
2432	PROCR	Complement and coagulation cascades
2433	KNG1	Complement and coagulation cascades
2434	F10	Complement and coagulation cascades
2435	F11	Complement and coagulation cascades
2436	PLG	Complement and coagulation cascades
2437	F2R	Complement and coagulation cascades
2438	F2RL2	Complement and coagulation cascades
2439	CPB2	Complement and coagulation cascades
2440	F8	Complement and coagulation cascades
2441	MASP2	Complement and coagulation cascades
2442	PLAUR	Complement and coagulation cascades
2443	C3	Complement and coagulation cascades
2444	F13A1	Complement and coagulation cascades
2445	BDKRB1	Complement and coagulation cascades
2446	BDKRB2	Complement and coagulation cascades
2447	FGA	Complement and coagulation cascades
2448	TBXA2R	Platelet activation
2449	GNA13	Platelet activation
2450	ARHGEF12	Platelet activation
2451	RHOA	Platelet activation
2452	ROCK1	Platelet activation
2453	MYLK4	Platelet activation
2454	PRKACA	Platelet activation
2455	SRC	Platelet activation
2456	PPP1R12A	Platelet activation
2457	F2R	Platelet activation
2458	P2RY1	Platelet activation
2459	GNAQ	Platelet activation
2460	CMC1	Platelet activation
2461	PRKCI	Platelet activation
2462	RAP1A	Platelet activation
2463	APBB1IP	Platelet activation
2464	RASGRP1	Platelet activation
2465	TLN1	Platelet activation
2466	FERMT3	Platelet activation
2467	P2RY12	Platelet activation
2468	GNAI1	Platelet activation
2469	VASP	Platelet activation
2470	ACTB	Platelet activation
2471	ITGA2B	Platelet activation
2472	FCGR2A	Platelet activation
2473	SYK	Platelet activation
2474	LYN	Platelet activation
2475	FYN	Platelet activation
2476	SLK	Platelet activation
2477	COL1A1	Platelet activation
2478	GP6	Platelet activation
2479	FCER1G	Platelet activation
2480	ITGA2	Platelet activation
2481	PIK3CA	Platelet activation
2482	AKT3	Platelet activation
2483	PRKG1	Platelet activation
2484	MAPK14	Platelet activation
2485	MAPK1	Platelet activation
2486	STIM1	Platelet activation
2487	ARHGAP35	Platelet activation
2488	PTGIR	Platelet activation
2489	GNAS	Platelet activation
2490	F2	Platelet activation
2491	MYL12B	Platelet activation
2492	PLCB1	Platelet activation
2493	PIK3R6	Platelet activation
2494	ADCY1	Platelet activation
2495	PLCG2	Platelet activation
2496	NOS3	Platelet activation
2497	PLA2G4B	Platelet activation
2498	ORAI1	Platelet activation
2499	FGA	Platelet activation
2500	FCGR3A	Neutrophil extracellular trap formation
2501	SYK	Neutrophil extracellular trap formation
2502	CASP4	Neutrophil extracellular trap formation
2503	CASP1	Neutrophil extracellular trap formation
2504	C3	Neutrophil extracellular trap formation
2505	C5	Neutrophil extracellular trap formation
2506	HMGB1	Neutrophil extracellular trap formation
2507	SELP	Neutrophil extracellular trap formation
2508	PRKCA	Neutrophil extracellular trap formation
2509	MAP3K7	Neutrophil extracellular trap formation
2510	MAP2K1	Neutrophil extracellular trap formation
2511	RAF1	Neutrophil extracellular trap formation
2512	SRC	Neutrophil extracellular trap formation
2513	AKT3	Neutrophil extracellular trap formation
2514	MTOR	Neutrophil extracellular trap formation
2515	FCGR2A	Neutrophil extracellular trap formation
